TIC_ID,Period,Epoch,Class_Label
452808876,2.70582,2458438.966,3
153077621,18.08262202,2460981.954,4
98796344,5.358775952,2459168.295,2
77228304,0.336826,2458410.951,1
89256802,1.175983449,2458411.561,0
64071894,17.52883465,2458414.166,0
38603673,4.429125714,2460986.367,4
9804616,0.5168346855,2458411.066,1
4646810,10.9245478,2458416.352,2
420049884,4.107429114,2458414.823,0
176831592,2.53405,2459169.218,1
398733009,0.8185671731,2459116.382,1
270380593,3.83616233,2458414.136,3
4616072,4.187615382,2459201.891,3
20178111,1.734422,2459198.702,1
33521996,3.32527029,2459220.82,3
33692729,13.63080241,2458474.57,2
37770169,12.19145583,2458474.495,2
47911178,3.585707607,2459223.302,3
52280468,0.5682596,2459226.784,4
52640302,1.573284841,2459229.489,3
59843967,2.516725716,2459226.055,3
100608026,8.2617663,2458442.487,0
156987351,3.062978325,2460687.473,0
170102285,2.944427301,2458470.661,3
172464366,2.921685,2458470.046,1
306362738,2.781737864,2459221.889,3
317548889,6.865958244,2458469.562,2
339672028,10.33116211,2460970.457,2
365639282,10.8717,2458472.413,1
393414358,4.378080652,2458469.697,3
427348923,4.728681,2459196.648,1
427352241,1.2667147,2459198.438,1
260708537,1.744698366,2460985.904,2
31852980,24.3321088,2460180.156,0
31852980,7.4144849,2460195.585,0
452866790,1.19799956,2458492.206,2
455096220,3.646661205,2459250.846,3
455135327,2.810601325,2458491.915,3
468987719,3.3326812,2460279.866,3
17746821,3.122016605,2458493.165,3
19025965,5.944441003,2458493.325,0
19519368,1.7018818,2459987.55,0
22529346,1.2749246,2459986.211,3
88977253,2.767691,2458492.708,4
108645766,2.974175,2458492.914,1
121338379,0.2750478292,2459228.766,4
123702439,8.5334865,2459993.465,4
134200185,0.5481572952,2458468.391,2
134537478,1.7100122,2459987.848,3
172193428,2.941269391,2458493.778,4
186812530,3.6773543,2460257.184,2
219164808,1.6773063,2459358.89,1
268644785,3.329464924,2459299.865,3
274138511,2.774207,2458492.5,1
348538431,0.8994677009,2459963.623,0
425206121,4.6117328,2459222.79,3
453211454,9.0588209,2460269.975,2
453211454,21.4003129,2460259.048,2
238086647,1.3523942,2460011.316,4
440777904,3.355244407,2458491.696,3
119292328,7.188733213,2458471.218,2
119292328,20.2749388,2459201.066,4
431999925,1.445433,2458492.93,1
366576758,11.39096853,2458495.843,3
366622912,3.114893076,2458493.284,2
318937509,1.04855,2458492.65,4
308307606,9.885024379,2458412.729,1
264979636,17.87897,2458495.79,0
218795833,1.265233768,2458491.877,2
148479278,0.5236130195,2458468.652,0
27649847,1.542848633,2458492.716,2
19451711,0.3969687253,2458491.723,5
93125144,9.91102,2458472.96,5
365690646,12.983175,2458471.143,5
71512186,14.86080186,2458471.008,0
200593988,7.678746159,2460263.523,1
148228019,18.08921029,2458470.738,4
403693875,3.524869263,2458469.696,1
438490744,1.665878,2458468.496,1
387690507,6.387573911,2458470.203,2
302895996,0.567995,2458468.847,1
144700903,2.32663999,2458470.581,2
309791156,19.57158623,2458332.697,0
281909674,4.035044438,2458470.817,3
280210963,2.82803915,2459203.487,3
234825296,9.243230294,2458473.382,3
234112540,4.037901243,2459205.316,3
237751146,1.669769041,2459203.398,1
238004786,0.309606164,2459988.518,0
200322593,1.239153364,2459175.142,2
143271144,1.353408418,2459202.496,4
49771092,1.631828232,2458469.057,0
53593457,0.530893,2458468.332,1
50618703,1.548354168,2458469.757,2
37168957,1.900086247,2459203.608,3
36440357,9.201649642,2459211.466,3
36352297,1.5089635,2459211.479,3
42821097,3.897120261,2459205.243,3
32830028,0.516278,2458468.344,1
311183180,13.24981,2459168.325,1
311183180,10.043245,2458447.399,1
192826603,2.647305125,2459203.149,3
44737596,2.788654032,2458413.06,2
161477033,14.058151,2458443.222,5
161477033,11.92348194,2458419.367,0
161477033,40.89051166,2458416.405,0
407966340,7.049160841,2458442.615,2
407966340,3.044044082,2458438.476,2
170849515,1.941636568,2458438.148,2
59003115,2.294185,2458439.076,1
55488511,3.344903993,2458439.55,0
207110080,14.57289854,2459133.407,2
209459275,6.9839072,2459166.186,2
101011575,6.3980642,2459982.845,2
101011575,18.8792871,2459987.338,2
377064495,10.778833,2460273.232,2
377064495,0.4465713,2460285.469,2
377064495,25.71221573,2458521.9,2
377064495,,2458538.198,2
413248763,3.9306027,2460011.629,2
405454160,731.9380939,2458524.14,0
1003831,1.65114558,2458518.203,2
1103432,3.727164132,2459966.215,4
1133072,0.846542,2458517.532,1
13349647,1.537364349,2458518.505,3
37575651,9.597197667,2458521.909,1
123482865,6.5562078,2459270.5,2
126733133,1.468709811,2460774.859,1
270468559,4.641843454,2458519.463,3
289535142,2.33827089,2459229.624,4
296780789,13.57734311,2458524.632,4
315002523,3.30239073,2459991.488,3
386435344,19.37210506,2459977.659,1
408310006,5.4435354,2460010.495,2
410094645,3.329754,2459277.162,4
423275733,2.052868372,2459278.251,3
238061845,1.6843068,2460012.884,0
81419525,1.5498373,2460012.428,0
180987952,1.389170048,2460746.834,1
287474726,3.744200735,2459230.051,1
131743355,6.5604227,2460002.878,0
74482749,1.262265777,2460744.737,1
190990336,5.547255,2460009.617,4
131979339,22.6384642,2459986.476,1
294090620,8.044238987,2459968.123,1
130415266,39.4718663,2459981.726,0
412961700,2.518384556,2459230.346,1
270841724,18.90372,2458522.024,1
146261607,8.4915117,2459262.046,1
196286587,10.4137962,2459974.937,1
128463355,13.9086,2458493.085,1
146406806,13.94926169,2459237.955,0
287329267,7.643442319,2460976.584,1
144956678,1.513600345,2459228.947,1
146208651,6.519778103,2460735.958,1
81429971,3.0432421,2459986.02,1
145982812,0.82967,2458518.469,1
134396419,4.3652608,2459984.851,1
141363913,3.477756,2460009.873,0
175176327,11.09987455,2459235.384,4
262746281,16.1798603,2460271.218,2
145027461,1.07242,2458492.727,1
181304295,3.3840629,2460010.074,0
122262940,2.0034063,2460010.483,1
153651591,2.145632443,2459230.769,1
186547153,1.1908287,2460011.845,4
134404603,4.9699991,2460007.604,4
80275202,3.6649528,2459983.317,1
154459165,3.1471655,2459983.665,1
284738182,0.9136081,2459987.158,0
77527511,0.7784962,2459279.651,0
118021229,0.88501,2458518.281,1
190496853,4.6616079,2460010.014,2
145879095,2.8056739,2460035.229,0
141227133,2.42232,2458518.7,1
173640199,7.7614672,2459972.604,0
267527924,1.8080364,2460011.605,1
296739893,5.098803777,2458518.005,2
30828562,3.1123343,2459304.419,4
83092282,6.402529473,2460006.078,2
101395259,7.574674954,2458523.943,1
399870368,2.7443216,2459197.008,2
379929661,4.786958,2459979.751,2
65412605,4.4010465,2459980.874,2
365781372,1.13889,2458469.224,1
281408474,3.4076,2458469.235,2
293853437,8.7179665,2459221.689,2
123898871,4.9091704,2459226.361,4
97158538,2.595074713,2459229.708,1
349790953,1.5521101,2459387.58,1
348755723,4.503645,2458517.81,1
344926234,0.49359,2458517.428,5
286132427,0.493379,2458517.436,5
146463781,0.417921,2458517.477,1
133334108,2.8579169,2460008.595,0
78154865,0.493826,2458517.428,5
82362447,2.819817,2458517.561,1
147977348,5.0037758,2459250.338,2
49079670,1.8930707,2459223.642,4
79292541,2.2786049,2459227.231,0
432008938,9.653456,2458522.349,1
63303499,1.927132758,2459202.296,1
157568289,1.8361503,2459250.993,1
238197709,13.72525218,2459184.759,1
92992033,4.90765,2458470.602,0
78672342,2.979535783,2458471.269,1
35582553,0.9370901,2459225.99,0
349373192,0.76983,2458326.315,1
72090501,1.0697877,2459226.896,0
22221375,3.9846589,2460013.592,2
33153766,0.68831,2458544.604,1
35009898,1.527563898,2458543.434,2
35516889,0.7888389265,2459304.063,3
36734222,0.8134732711,2458543.605,3
48103627,4.569669803,2459283.032,2
48476907,4.7192734,2460030.273,1
48476908,4.7192771,2460030.273,0
53189332,9.289700633,2458544.651,3
53735810,4.086049536,2458544.17,3
54085154,1.0014437,2460037.452,1
54962195,2.598903115,2458544.388,2
54962195,4.695598604,2458543.405,2
54962195,7.102474859,2458547.139,2
55092869,4.73592319,2459988.884,3
73723286,14.066109,2458547.302,1
82128636,7.476068873,2458521.504,4
101955023,1.6289322,2459280.989,3
102195674,4.378730231,2459283.066,4
124573851,3.9451359,2460013.734,2
147660201,0.579398,2458543.348,1
151681127,10.1970284,2460021.29,4
151825527,3.633583417,2458546.479,2
151959065,10.54262537,2458551.635,1
158588995,1.977165842,2459301.778,2
169226822,4.178063714,2458543.942,3
219187649,2.150300723,2458544.344,0
280206394,11.2365977,2460030.705,2
294395926,11.32984591,2458493.025,0
308050066,11.1755425,2460004.893,1
335499997,0.4335690475,2459281.007,4
410450228,15.77849313,2460045.433,0
429304876,6.8392388,2460037.26,2
437248515,3.405889503,2459303.595,3
462162948,19.8507621,2460015.416,0
281731203,11.6332127,2460268.402,3
339857675,3.513760912,2458492.222,0
74534430,36.29951291,2459977.555,0
339636032,6.8787507,2459986.415,1
445822015,1.66402,2458545.057,1
101497191,3.64376,2458547.351,1
156991337,6.905590826,2460684.183,1
320417762,1.03604,2458491.741,5
458589703,,2458506.494,5
55383975,48.05119885,2458366.772,1
55559618,21.37642366,2458346.404,0
77156829,0.860240579,2458411.474,2
77156829,3.694260409,2458411.068,2
77156829,4.965206855,2458414.563,2
77253676,8.607860304,2458418.926,4
141527579,15.08677378,2458328.942,0
149302744,14.8011377,2460967.169,0
149302744,33.6336133,2460175.079,0
149302744,672.6366236,2458374.209,0
150428135,16.05110598,2459303.157,2
150428135,37.42368383,2458330.486,2
150428135,9.977272963,2458331.35,2
150428135,27.80968976,2458353.0,2
219239945,13.697384,2458389.367,1
237914496,3.56814099,2458326.816,0
237928815,8.672968251,2458356.921,0
237928815,22.56827114,2458370.303,0
260004324,3.814300897,2458327.417,2
391904697,47.01963723,2458352.134,0
219345200,719.0381327,2458434.912,0
167342439,52.79930577,2458345.524,0
167342439,17.47574654,2458328.767,0
391821647,1.995836987,2458327.63,1
396720998,32.37660064,2458392.822,4
396720998,777.0516742,2458399.221,0
309402106,216.24584,2458343.942,1
38510224,18.38412592,2458329.915,0
38510224,35.94327734,2458342.538,0
150151262,9.531380097,2460978.081,2
150151262,51.69919052,2460807.57,2
150151262,53.746482,2458417.121,5
150151262,84.83869,2460082.804,2
167600516,35.99935876,2458346.711,0
167600516,1.871520884,2458325.895,0
219195044,4.323932937,2458412.826,0
219195044,10.17754748,2458419.106,0
271971130,19.28795791,2458327.552,2
119081096,0.83707,2458518.11,1
275248683,0.53079,2458518.266,1
150247134,12.8650769,2459144.828,5
184952758,4.109953,2460007.695,1
131419878,3.16043,2458494.089,1
38571020,12.28771224,2460980.121,0
38509907,15.30048918,2458339.134,0
177077336,1.417860901,2460986.916,0
339961200,3.212639988,2458382.866,0
410245915,0.9889446,2459986.361,1
174143743,0.46132,2458492.313,1
149788158,4.7244442,2459245.518,0
149788158,0.749971115,2458518.088,0
96097215,1.60245,2458518.941,5
144138509,,2458564.818,5
11561667,3.087629733,2458543.869,2
34068865,0.3219233,2460013.713,2
36724087,0.7683903811,2459988.468,2
36724087,12.25343082,2459992.613,2
106402532,4.8847937,2460030.757,2
146846569,4.753538756,2458545.448,1
150271680,2.593694,2458543.967,1
181804752,4.989917579,2458546.508,2
181804752,0.9479945436,2458543.558,2
219189765,1.73185294,2458544.431,2
260304800,3.440594636,2458544.258,0
279425357,9.015043902,2458547.482,0
310009611,2.131225,2460036.327,0
359271092,7.5768334,2460006.414,2
373424049,0.9619169928,2460745.308,1
434486077,2.228467105,2459989.183,0
437242640,4.3176859,2460031.706,3
444842193,1.079092832,2458544.259,4
167418903,10.98031139,2458599.299,0
15445551,1.682791702,2458569.668,3
104024556,2.0219583,2460064.168,3
5868998,0.63554,2458569.934,4
14614418,0.837845275,2458569.538,3
14661418,4.722815957,2458570.991,3
61538902,5.748132293,2458573.687,3
61988212,0.555255,2458569.455,4
72985822,3.863968121,2458572.226,0
73228647,2.5404679,2460066.437,2
73228647,6.741879563,2458576.159,3
73649615,1.239256933,2458570.647,2
130924120,17.4682298,2460039.193,2
131081852,13.27359135,2458575.745,1
152147232,4.2135662,2459331.164,4
162362398,12.33963676,2458578.666,4
165317334,10.55573322,2458576.39,0
165317334,1.832086283,2458570.008,0
178709444,3.471680802,2459329.506,2
178819686,5.605774799,2460046.424,2
178819686,12.27724442,2460046.212,2
181159386,5.631666259,2458574.584,4
219401954,0.861484,2458570.226,5
219698950,3.446452913,2458570.565,3
229047362,3.764873,2458572.991,3
229811538,11.5294381,2459316.292,4
248075138,4.9816784,2459332.03,3
248111245,4.637047874,2459310.765,3
277634430,2.326007735,2459335.352,2
286864983,11.01634211,2458575.945,0
286864983,744.2007603,2459313.643,0
286864983,2.791236545,2458571.751,0
286865921,4.971298,2459329.25,3
294301883,4.465630616,2458573.615,3
304042899,12.44587412,2459313.564,1
306996324,15.66533219,2458572.6,2
306996324,8.24661327,2458571.416,2
334305570,8.300856186,2458575.78,0
335630746,4.6336155,2459574.943,2
374095457,0.7839148536,2458543.831,0
398943781,3.0524018,2459329.902,3
413376180,1.354134174,2458570.773,3
429358906,8.023981147,2458577.042,2
451645081,8.112514687,2459312.121,0
460984940,2.7970316,2460038.666,2
374829238,18.62861024,2458363.856,0
375059587,12.66938466,2460987.396,0
375059587,38.55393443,2460932.121,0
350584963,2.126316507,2458325.899,0
349829627,6.487236223,2458329.387,0
300710077,5.447064776,2458329.105,0
300710077,12.97070411,2458334.768,0
300710077,8.043234344,2458329.979,0
308994098,199.5779073,2458352.488,0
308994098,41.01751738,2458345.442,0
308994098,,2460203.621,0
306472057,139.3048512,2458427.621,0
306472057,928.0455814,2458583.274,0
294780517,15.64770554,2458416.496,1
300013921,54.6616036,2459236.957,1
299945285,52.40726654,2458392.475,0
278895705,8.760976218,2460921.838,0
277099925,0.8086308385,2458325.967,5
271596225,1.800793534,2458326.821,0
271596225,4.140006155,2458327.416,0
271596225,2.730944912,2458327.469,0
260640693,95.23917551,2458358.46,4
